"","!discarded","profile_ID","ID","Author_year","Site_name","Country","Region","Longitude","Latitude","Altitude_masl","Mean_annual_rainfall_mm","Mean_annual_temperature_C","Climate_Köppen","Soil_type_WRB/FAO","Sand","Silt","Clay","Texture","pH","Depth_cm","Layer_deep","Initial_depth","Final_depth","Reference_depth","AFS_description","AFS_classification","AFS_crop_density_ha","AFS_tree_density_ha","Crop_species","Tree_species","Previous_land_use","Experimental_design","AFS_age_yrs","AFS_Stock_t_ha","AFS_SE_t_ha","Control_type","Control_Stock_ton_ha","Control_SE_t_ha","pH_flag","texture_flag","C_stocks_delta_t_ha","C_stocks_delta_procent"
"143",FALSE,"384",143,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,5,"0-5",0,5,2.5,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,29.521,NA,"native amazon rainforest",25.516,NA,0,0,4.00500000000001,15.6960338611068
"144",FALSE,"384",144,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,5,"5-10",5,10,7.5,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,14.295,NA,"native amazon rainforest",19.207,NA,0,0,-4.912,-25.574009475712
"145",FALSE,"384",145,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,10,"10-20",10,20,15,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,19.604,NA,"native amazon rainforest",18.315,NA,0,0,1.289,7.03794703794703
"146",FALSE,"384",146,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,20,"20-40",20,40,30,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,25.896,NA,"native amazon rainforest",22.656,NA,0,0,3.24,14.3008474576271
"147",FALSE,"384",147,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,20,"40-60",40,60,50,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,19.588,NA,"native amazon rainforest",15.104,NA,0,0,4.484,29.6875
"148",FALSE,"384",148,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,20,"60-80",60,80,70,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,13.284,NA,"native amazon rainforest",11.468,NA,0,0,1.816,15.8353679804674
"149",FALSE,"384",149,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,20,"80-100",80,100,90,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,10.664,NA,"native amazon rainforest",10.332,NA,0,0,0.331999999999999,3.21331784746418
"150",FALSE,"384",150,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,60,"100-160",100,160,130,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,25.344,NA,"native amazon rainforest",21.402,NA,0,0,3.942,18.4188393608074
"151",FALSE,"384",151,"marques_2015","Western Amazon Agroforestry Research Center ( Embrapa CPAA). Manaus - Amazonas","Brazil","South_America",-60.0333333333333,-2.53333333333333,NA,NA,NA,"Af","Ferralsols",NA,NA,NA,NA,NA,40,"160-200+",160,NA,160,"secondary sucession","fallow",NA,NA,"Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","Vismia mainly, V. japrurensis, V. caynensis, and V. guianensis, Laetia procera, Belucia glossularioides and B. dichotoma","grassland","synchronic",21,13.624,NA,"native amazon rainforest",9.92,NA,0,0,3.704,37.3387096774194
"152",TRUE,"474",152,"mazurek&bejger_2014","Proszowice Plateau . Dolany","Poland","Europe",20.48,50.14,194,550,7.7,"Cfb","Chernozems",NA,NA,NA,"silt loam","6.29",25,"0-25",0,25,12.5,"shelterbelt - balck locust trees","hedgerow",NA,NA,"cereals, tobacco and wheat","black locust (Robinia pseudoacacia)","cropland","synchronic",50,55.1,NA,"cropland",46.69,NA,1,1,8.41,18.0124223602485
"153",FALSE,"460",153,"nair_2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,"Csa","Acrisols",940,25,35,NA,"5.65",5,"0-5",0,5,2.5,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,35.79,NA,"pasture",21.36,NA,1,1,14.43,67.5561797752809
"154",FALSE,"460",154,"nair_2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,"Csa","Acrisols",945,30,25,NA,"5.5",10,"5-15",5,15,10,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,18.96,NA,"pasture",28.89,NA,1,1,-9.93,-34.3717549325026
"155",FALSE,"460",155,"nair_2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,"Csa","Acrisols",940,35,25,NA,"5.55",15,"15-30",15,30,22.5,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,27.7425,NA,"pasture",21.8925,NA,1,1,5.85,26.72147995889
"156",FALSE,"460",156,"nair_2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,"Csa","Acrisols",940,35,25,NA,"5.55",20,"30-50",30,50,40,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,24.45,NA,"pasture",19.56,NA,1,1,4.89,25
"157",FALSE,"460",157,"nair_2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,"Csa","Acrisols",945,30,25,NA,"5.6",25,"50-75",50,75,62.5,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,62.2875,NA,"pasture",24.6375,NA,1,1,37.65,152.815829528158
"158",FALSE,"460",158,"nair_2007","Sheriiff's Boys Ranch, Live Oak, Suwannee- Florida","United States","North_America",-83,30.4,NA,NA,NA,"Csa","Acrisols",945,30,25,NA,"5.55",50,"75-125",75,125,100,"silvopasture x treeless pasture","silvopasture",NA,1000,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",40,111.3,NA,"pasture",33,NA,1,1,78.3,237.272727272727
"159",FALSE,"290",159,"nair_2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,"Csa","Podzols",940,30,30,NA,"4.45",5,"0-5",0,5,2.5,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,59.4075,NA,"pasture",63.87,NA,1,1,-4.46250000000001,-6.98684828558009
"160",FALSE,"290",160,"nair_2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,"Csa","Podzols",940,45,15,NA,"4.55",10,"5-15",5,15,10,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,38.685,NA,"pasture",41.34,NA,1,1,-2.65499999999999,-6.42235123367197
"161",FALSE,"290",161,"nair_2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,"Csa","Podzols",940,35,25,NA,"4.8",15,"15-30",15,30,22.5,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,54.1575,NA,"pasture",33.975,NA,1,1,20.1825,59.4039735099338
"162",FALSE,"290",162,"nair_2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,"Csa","Podzols",945,35,20,NA,"4.75",20,"30-50",30,50,40,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,48.24,NA,"pasture",29.49,NA,1,1,18.75,63.5808748728383
"163",FALSE,"290",163,"nair_2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,"Csa","Podzols",965,20,15,NA,"4.6500000000000004",25,"50-75",50,75,62.5,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,42.3375,NA,"pasture",40.0125,NA,1,1,2.325,5.81068416119961
"164",FALSE,"290",164,"nair_2007","St. Cloud, Osceola - Florida","United States","North_America",-81.1666666666667,28.15,NA,NA,NA,"Csa","Podzols",955,25,20,NA,"4.55",50,"75-125",75,125,100,"silvopasture x treeless pasture","silvopasture",NA,240.731824747232,"bahiagrass (Paspalum notatum)","slash pine (Pinus elliottii)","grassland","synchronic",12,94.575,NA,"pasture",64.575,NA,1,1,30,46.4576074332172
"165",FALSE,"60",165,"schmidt_2021","Dornburg - Thuringia","Germany","Europe",11.65,51.02,285,590,10.8,"Cfb","Phaeozems",40,730,230,NA,"6.6",30,"0-30",0,30,15,"alley cropping","alley cropping",NA,NA,"wheat (Triticum aestivum), barley (Hordeum vulgare) and rapeseed (Brassica napus)","poplar clone max 1 (Populus nigra 9 Populus maximowiczii),","cropland","synchronic",2.5,20.18835,NA,"cropland",16.5648,NA,1,1,3.62355,21.875
"166",TRUE,"90",166,"schmidt_2021","Wendhausen - Lower Saxony","Germany","Europe",10.63,52.33,82,662,10.3,"Cfb","Cambisols",180,455,365,NA,"7.25",30,"0-30",0,30,15,"alley cropping","alley cropping",NA,NA,"wheat (Triticum aestivum), barley (Hordeum vulgare) and rapeseed (Brassica napus)","poplar clone max 1 (Populus nigra 9 Populus maximowiczii),","cropland","synchronic",3.5,17.889,NA,"cropland",16.4472,NA,1,1,1.4418,8.76623376623377
"167",FALSE,"60",167,"schmidt_2021","Forst - Brandeburg","Germany","Europe",14.63,51.78,67,607,10.3,"Cfb","Cambisols",640,280,80,NA,"7.05",30,"0-30",0,30,15,"alley cropping","alley cropping",NA,NA,"wheat (Triticum aestivum), barley (Hordeum vulgare) and rapeseed (Brassica napus)","poplar clone max 1 (Populus nigra 9 Populus maximowiczii),","cropland","synchronic",2.5,15.936,NA,"cropland",13.3632,NA,1,1,2.5728,19.2528735632184
"168",FALSE,"480",168,"van-den-berge_2021","Turnhout . Atwerp","Belgium","Europe",4.9375,51.3216666666667,26.5,755,10.1,"Cfb",NA,NA,NA,NA,"sandy soils",NA,23,"0-23",0,23,11.5,"field margin of hedgerow","hedgerow",NA,NA,"maize (Zea mays subsp. Mays, 77%), English ryegrass (Lolium perenne, 11%, cultivated as roughage), potato (Solanum tuberosum, 4%) or pump- kins (Cucurbita pepo, 8%)","silver birch (Betula pendula) (present in 90% of the hedgerows), pedunculate oak (Quercus robur) (70%), black cherry (Prunus serotina) (70%) and goat willow (Salix caprea) (50%)","cropland","synchronic",58,81.7,28.8,"grass strip",56.6,14.5,0,1,25.1,44.3462897526502
"169",FALSE,"480",169,"van-den-berge_2021","Turnhout . Atwerp","Belgium","Europe",4.9375,51.3216666666667,26.5,755,10.1,"Cfb",NA,NA,NA,NA,"sandy soils",NA,23,"0-23",0,23,11.5,"arable field + field margin. hedgerow","hedgerow",NA,NA,"maize (Zea mays subsp. Mays, 77%), English ryegrass (Lolium perenne, 11%, cultivated as roughage), potato (Solanum tuberosum, 4%) or pump- kins (Cucurbita pepo, 8%)","silver birch (Betula pendula) (present in 90% of the hedgerows), pedunculate oak (Quercus robur) (70%), black cherry (Prunus serotina) (70%) and goat willow (Salix caprea) (50%)","cropland","synchronic",58,56.4,6.3,"grass strip",55.6,5,0,1,0.799999999999997,1.4388489208633
"170",FALSE,"44",170,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",165,220,615,"clayey","6.48",10,"0-10",0,10,5,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,14.7444891838889,NA,"cerrado (brazilian savanah) - year 0",27.5713762811127,NA,1,1,-12.8268870972238,-46.5224766672627
"171",FALSE,"44",171,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",155,195,650,"clayey","6.48",10,"10-20",10,20,15,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,16.3514383710211,NA,"cerrado (brazilian savanah) - year 0",29.3287884333821,NA,1,1,-12.9773500623611,-44.2478218690759
"172",FALSE,"44",172,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",135,150,715,"clayey","6.48",20,"20-40",20,40,30,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,28.3861877067404,NA,"cerrado (brazilian savanah) - year 0",30.9950145057209,NA,1,1,-2.6088267989805,-8.41692394916924
"173",FALSE,"44",173,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",135,150,715,"clayey","6.48",20,"40-60",40,60,50,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,26.0065546879236,NA,"cerrado (brazilian savanah) - year 0",25.6000725286047,NA,1,1,0.406482159318902,1.58781643631951
"174",FALSE,"44",174,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",135,160,705,"clayey","6.48",40,"60-100",60,100,80,"SASP 2 anos: rice + soy + eucalyptus","silvoarable",NA,2860,"rice (1st year) + soy (2nd year)","eucalyptus","shrubland","diachronic",2,38.920476113009,NA,"cerrado (brazilian savanah) - year 0",24.7306274063229,NA,1,1,14.1898487066861,57.377633302818
"175",TRUE,"43",175,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",70,150,780,"clayey","6.2",10,"0-10",0,10,5,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",2,18.1495885526815,NA,"cerrado (brazilian savanah) - year 0",27.57,NA,1,1,-9.42041144731855,-34.1690658227006
"176",FALSE,"79",176,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",70,150,780,"clayey","6.2",10,"10-20",10,20,15,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",3,18.1495885526815,NA,"cerrado (brazilian savanah) - year 0",29.3287884333821,NA,1,1,-11.1791998807007,-38.1168144947183
"177",FALSE,"79",177,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",70,160,770,"clayey","6.2",20,"20-40",20,40,30,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",3,30.8334180630117,NA,"cerrado (brazilian savanah) - year 0",30.9950145057209,NA,1,1,-0.161596442709204,-0.52136269424677
"178",FALSE,"79",178,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",70,145,785,"clayey","6.2",20,"40-60",40,60,50,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",3,25.2472920394772,NA,"cerrado (brazilian savanah) - year 0",25.6000725286047,NA,1,1,-0.352780489127497,-1.37804488144833
"179",FALSE,"79",179,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",65,135,800,"clayey","6.2",40,"60-100",60,100,80,"SASP 3 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",3,38.219083834933,NA,"cerrado (brazilian savanah) - year 0",24.7306274063229,NA,1,1,13.4884564286101,54.5415051830087
"180",FALSE,"109",180,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",95,165,740,"clayey","5.55",10,"0-10",0,10,5,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,16.9574589230519,NA,"cerrado (brazilian savanah) - year 0",27.5713762811127,NA,1,1,-10.6139173580608,-38.4961463288713
"181",FALSE,"109",181,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",90,155,755,"clayey","5.55",10,"10-20",10,20,15,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,19.7894128572202,NA,"cerrado (brazilian savanah) - year 0",29.3287884333821,NA,1,1,-9.53937557616185,-32.5256380700135
"182",FALSE,"109",182,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",80,150,770,"clayey","5.55",20,"20-40",20,40,30,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,30.6625860853533,NA,"cerrado (brazilian savanah) - year 0",30.9950145057209,NA,1,1,-0.332428420367652,-1.07252222871615
"183",FALSE,"109",183,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",75,140,785,"clayey","5.55",20,"40-60",40,60,50,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,20.4218182311154,NA,"cerrado (brazilian savanah) - year 0",25.6000725286047,NA,1,1,-5.1782542974893,-20.227498542058
"184",FALSE,"109",184,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",70,145,785,"clayey","5.55",40,"60-100",60,100,80,"SASP 4 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",4,45.5246461688628,NA,"cerrado (brazilian savanah) - year 0",24.7306274063229,NA,1,1,20.7940187625399,84.0820510571582
"185",FALSE,"202",185,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",150,145,705,"clayey","5.76",10,"0-10",0,10,5,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,16.2832695061648,NA,"cerrado (brazilian savanah) - year 0",27.5713762811127,NA,1,1,-11.2881067749478,-40.9413975561335
"186",FALSE,"202",186,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",150,145,705,"clayey","5.76",10,"10-20",10,20,15,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,18.0903286155848,NA,"cerrado (brazilian savanah) - year 0",29.3287884333821,NA,1,1,-11.2384598177973,-38.3188683137202
"187",FALSE,"202",187,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",150,130,720,"clayey","5.76",20,"20-40",20,40,30,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,31.1778611517813,NA,"cerrado (brazilian savanah) - year 0",30.9950145057209,NA,1,1,0.182846646060398,0.589922763309721
"188",FALSE,"202",188,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",150,135,715,"clayey","5.76",20,"40-60",40,60,50,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,21.4125623610433,NA,"cerrado (brazilian savanah) - year 0",25.6000725286047,NA,1,1,-4.1875101675614,-16.3574152490483
"189",FALSE,"202",189,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",135,125,740,"clayey","5.76",40,"60-100",60,100,80,"SASP 7 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",7,35.6880727726262,NA,"cerrado (brazilian savanah) - year 0",24.7306274063229,NA,1,1,10.9574453663033,44.3071871419723
"190",FALSE,"264",190,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",80,175,745,"clayey","6.95",10,"0-10",0,10,5,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,20.7509760858955,NA,"cerrado (brazilian savanah) - year 0",27.5713762811127,NA,1,1,-6.8204001952172,-24.7372496957629
"191",FALSE,"264",191,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",60,170,770,"clayey","6.95",10,"10-20",10,20,15,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,16.7454144298031,NA,"cerrado (brazilian savanah) - year 0",29.3287884333821,NA,1,1,-12.583374003579,-42.9045135367971
"192",FALSE,"264",192,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",60,160,780,"clayey","6.95",20,"20-40",20,40,30,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,32.0737080418632,NA,"cerrado (brazilian savanah) - year 0",30.9950145057209,NA,1,1,1.0786935361423,3.48021626491963
"193",FALSE,"264",193,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",60,160,780,"clayey","6.95",20,"40-60",40,60,50,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,26.125074562117,NA,"cerrado (brazilian savanah) - year 0",25.6000725286047,NA,1,1,0.525002033512251,2.05078338323312
"194",FALSE,"264",194,"vergutz_2010","Fazenda Bom Sucesso. Vazante - Minas Gerais","Brazil","South_America",-46.7333333333333,-17.75,550,1450,24,"Aw","Ferralsols",60,170,770,"clayey","6.95",40,"60-100",60,100,80,"SASP 10 anos: rice + soy + eucalyptus","silvopasture",NA,2860,"rice (1st year) + soy (2nd year) + grass (3rd year +)","eucalyptus","shrubland","diachronic",10,37.7811330730437,NA,"cerrado (brazilian savanah) - year 0",24.7306274063229,NA,1,1,13.0505056667209,52.7706210291466
