"","profile_ID","ID","Author_year","Site_name","Country","Region","Longitude","Latitude","Altitude_masl","Mean_annual_rainfall_mm","Mean_annual_temperature_C","Climate_Köppen","Soil_type_WRB/FAO","Sand","Silt","Clay","Texture","pH","Depth_cm","Layer_deep","Initial_depth","Final_depth","Reference_depth","AFS_description","AFS_classification","AFS_crop_density_ha","AFS_tree_density_ha","Crop_species","Tree_species","Previous_land_use","Experimental_design","AFS_age_yrs","AFS_Stock_t_ha","AFS_SE_t_ha","Control_type","Control_Stock_ton_ha","Control_SE_t_ha","pH_flag","texture_flag","C_stocks_delta_t_ha","C_stocks_delta_procent"
"963","234275",963,"kaonga_2009","Kalichero","Zambia","Africa",13.48,-32.45,1001,900,21,"Cwa","Acrisols",640,140,220,"loamy sandy","5",5,"20-25",20,25,22.5,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","fallow",NA,NA,"fallow","Tephrosia vogelli Misamfu","shrubland","synchronic",2,5.36703239289446,NA,"natural fallow",3.1574364332985,NA,1,1,2.20959595959596,69.980694980695
"964","234275",964,"kaonga_2009","Kalichero","Zambia","Africa",13.48,-32.45,1001,900,21,"Cwa","Acrisols",640,140,220,"loamy sandy","5",15,"25-40",25,40,32.5,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","fallow",NA,NA,"fallow","Tephrosia vogelli Misamfu","shrubland","synchronic",2,18.0150644374782,NA,"natural fallow",9.10048763497039,NA,1,1,8.91457680250781,97.9571332886802
"965","234275",965,"kaonga_2009","Kalichero","Zambia","Africa",13.48,-32.45,1001,900,21,"Cwa","Acrisols",640,140,220,"loamy sandy","5",20,"40-60",40,60,50,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","fallow",NA,NA,"fallow","Tephrosia vogelli Misamfu","shrubland","synchronic",2,14.0530303030303,NA,"natural fallow",9.48145245559039,NA,1,1,4.57157784743991,48.2160077145612
"966","234275",966,"kaonga_2009","Kalichero","Zambia","Africa",13.48,-32.45,1001,900,21,"Cwa","Acrisols",640,140,220,"loamy sandy","5",40,"60-100",60,100,80,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","fallow",NA,NA,"fallow","Tephrosia vogelli Misamfu","shrubland","synchronic",2,24.9486241727621,NA,"natural fallow",10.8529258098223,NA,1,1,14.0956983629398,129.879247402416
"967","234275",967,"kaonga_2009","Kalichero","Zambia","Africa",13.48,-32.45,1001,900,21,"Cwa","Acrisols",640,140,220,"loamy sandy","5",50,"100-150",100,150,125,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","fallow",NA,NA,"fallow","Tephrosia vogelli Misamfu","shrubland","synchronic",2,14.9673458725182,NA,"natural fallow",10.7767328456983,NA,1,1,4.1906130268199,38.8857466063349
"968","234275",968,"kaonga_2009","Kalichero","Zambia","Africa",13.48,-32.45,1001,900,21,"Cwa","Acrisols",640,140,220,"loamy sandy","5",50,"150-200",150,200,175,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","fallow",NA,NA,"fallow","Tephrosia vogelli Misamfu","shrubland","synchronic",2,33.5584291187739,NA,"natural fallow",11.7672413793103,NA,1,1,21.7911877394636,185.185185185186
"969","233753",969,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"0-5",0,5,2.5,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,2.29783176029668,NA,"natural fallow",2.17366324588426,NA,1,1,0.12416851441242,5.71240805803418
"970","233753",970,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"5-10",5,10,7.5,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,1.61578400015697,NA,"natural fallow",1.46051841532091,NA,1,1,0.15526558483606,10.6308543053834
"971","233753",971,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"10-15",10,15,12.5,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,1.55441398661774,NA,"natural fallow",1.39914840178168,NA,1,1,0.15526558483606,11.0971491400301
"972","233753",972,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"15-20",15,20,17.5,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,1.08955124305868,NA,"natural fallow",1.05850911445558,NA,1,1,0.0310421286031,2.93262742655417
"973","233753",973,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"20-25",20,25,22.5,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,0.686827698526381,NA,"natural fallow",1.55595235759276,NA,1,1,-0.869124659066379,-55.8580508474576
"974","233753",974,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",15,"25-40",25,40,32.5,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,2.8,NA,"natural fallow",6.0283264329023,NA,1,1,-3.2283264329023,-53.5526147901059
"975","233753",975,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",20,"40-60",40,60,50,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,2.58578184172831,NA,"natural fallow",4.26205678629594,NA,1,1,-1.67627494456763,-39.3301879495708
"976","233753",976,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",40,"60-100",60,100,80,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,3.33700135392343,NA,"natural fallow",1.72281066656201,NA,1,1,1.61419068736142,93.695187677393
"977","233753",977,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",50,"100-150",100,150,125,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,3.40683240782528,NA,"natural fallow",3.62412730804701,NA,1,1,-0.21729490022173,-5.99578551612271
"978","233753",978,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",50,"150-200",150,200,175,"Non-coppicing improved fallow: Tephosia candida 2972","multistrata",NA,NA,"maize","Tephrosia candida 2972","cropland","synchronic",2,3.56984478935698,NA,"natural fallow",8.19512195121951,NA,1,1,-4.62527716186253,-56.439393939394
"979","233405",979,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"0-5",0,5,2.5,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,2.42205521652963,NA,"natural fallow",2.17366324588426,NA,1,1,0.24839197064537,11.4273437302531
"980","233405",980,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"5-10",5,10,7.5,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,1.70891038596628,NA,"natural fallow",1.46051841532091,NA,1,1,0.24839197064537,17.0071098070196
"981","233405",981,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"10-15",10,15,12.5,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,1.92686458803445,NA,"natural fallow",1.39914840178168,NA,1,1,0.52771618625277,37.716955941255
"982","233405",982,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"15-20",15,20,17.5,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,1.02752192767301,NA,"natural fallow",1.05850911445558,NA,1,1,-0.03098718678257,-2.92743693553432
"983","233405",983,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"20-25",20,25,22.5,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,0.841983399721366,NA,"natural fallow",1.55595235759276,NA,1,1,-0.713968957871394,-45.8862994350282
"984","233405",984,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",15,"25-40",25,40,32.5,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,2.95526558483605,NA,"natural fallow",6.0283264329023,NA,1,1,-3.07306084806625,-50.9770146369918
"985","233405",985,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",20,"40-60",40,60,50,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,0.599085611129643,NA,"natural fallow",4.26205678629594,NA,1,1,-3.6629711751663,-85.9437440379509
"986","233405",986,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",40,"60-100",60,100,80,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,8.48999470203873,NA,"natural fallow",1.72281066656201,NA,1,1,6.76718403547672,392.799056032147
"987","233405",987,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",50,"100-150",100,150,125,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,0.799293605164531,NA,"natural fallow",3.62412730804701,NA,1,1,-2.82483370288248,-77.9452117095947
"988","233405",988,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",50,"150-200",150,200,175,"Non-coppicing improved fallow: Tephosia candida 2970","multistrata",NA,NA,"maize","Tephrosia candida 2970","cropland","synchronic",2,0.310366344210505,NA,"natural fallow",8.19512195121951,NA,1,1,-7.88475560700901,-96.2127916331456
"999","234275",999,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"0-5",0,5,2.5,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,2.1426760591017,NA,"natural fallow",2.17366324588426,NA,1,1,-0.0309871867825602,-1.42557440032319
"1000","234275",1000,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"5-10",5,10,7.5,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,2.26761375900162,NA,"natural fallow",1.46051841532091,NA,1,1,0.80709534368071,55.2608810141824
"1001","234275",1001,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"10-15",10,15,12.5,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,1.9890037870612,NA,"natural fallow",1.39914840178168,NA,1,1,0.58985538527952,42.1581716798873
"1002","234275",1002,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"15-20",15,20,17.5,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,1.39997252908973,NA,"natural fallow",1.05850911445558,NA,1,1,0.34146341463415,32.2589016921006
"1003","234275",1003,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"20-25",20,25,22.5,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,0.717869827129486,NA,"natural fallow",1.55595235759276,NA,1,1,-0.838082530463274,-53.8629943502824
"1004","234275",1004,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",15,"25-40",25,40,32.5,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,1.83763907148323,NA,"natural fallow",6.0283264329023,NA,1,1,-4.19068736141907,-69.5165964893094
"1005","234275",1005,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",20,"40-60",40,60,50,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,3.67225634283696,NA,"natural fallow",4.26205678629594,NA,1,1,-0.58980044345898,-13.8383994637378
"1006","234275",1006,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",40,"60-100",60,100,80,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,2.62303239605203,NA,"natural fallow",1.72281066656201,NA,1,1,0.90022172949002,52.253085435469
"1007","234275",1007,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",50,"100-150",100,150,125,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,5.95234189510036,NA,"natural fallow",3.62412730804701,NA,1,1,2.32821458705335,64.2420751027091
"1008","234275",1008,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",50,"150-200",150,200,175,"Non-coppicing improved fallow: Tephrosia vogelli Misamfu","multistrata",NA,NA,"maize","Tephrosia vogelli Misamfu","cropland","synchronic",2,0.0931263858093127,NA,"natural fallow",8.19512195121951,NA,1,1,-8.1019955654102,-98.8636363636364
"1009","233057",1009,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"0-5",0,5,2.5,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,2.57726585954516,NA,"natural fallow",2.17366324588426,NA,1,1,0.4036026136609,18.567853802796
"1010","233057",1010,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"5-10",5,10,7.5,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,1.83302395855817,NA,"natural fallow",1.46051841532091,NA,1,1,0.37250554323726,25.5050220065463
"1011","233057",1011,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"10-15",10,15,12.5,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,2.11317230147361,NA,"natural fallow",1.39914840178168,NA,1,1,0.71402389969193,51.0327495484174
"1012","233057",1012,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"15-20",15,20,17.5,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,1.05856405627612,NA,"natural fallow",1.05850911445558,NA,1,1,5.49418205399999e-05,0.00519049102078426
"1013","233057",1013,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",5,"20-25",20,25,22.5,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,1.80428938641759,NA,"natural fallow",1.55595235759276,NA,1,1,0.24833702882483,15.9604519774009
"1014","233057",1014,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",15,"25-40",25,40,32.5,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,4.87982261640798,NA,"natural fallow",6.0283264329023,NA,1,1,-1.14850381649432,-19.0517854213376
"1015","233057",1015,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",20,"40-60",40,60,50,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,8.11128073308086,NA,"natural fallow",4.26205678629594,NA,1,1,3.84922394678492,90.3137649212365
"1016","233057",1016,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",40,"60-100",60,100,80,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,3.39914055295018,NA,"natural fallow",1.72281066656201,NA,1,1,1.67632988638817,97.3020378224964
"1017","233057",1017,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",50,"100-150",100,150,125,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,6.60422659576555,NA,"natural fallow",3.62412730804701,NA,1,1,2.98009928771854,82.2294316510772
"1018","233057",1018,"kaonga_2009","Kalunga","Zambia","Africa",13.85,-32.55,1101,900,20.5,"Cwa","Acrisols",850,70,80,"sandy","4.8",50,"150-200",150,200,175,"Non-coppicing improved fallow: Sesbania sesban","multistrata",NA,NA,"maize","Sesbania sesban","cropland","synchronic",2,1.05543237250554,NA,"natural fallow",8.19512195121951,NA,1,1,-7.13968957871397,-87.1212121212122
"1052","464837",1052,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",549,140,311,"clay-loamy","5.26",10,"0-10",0,10,5,"BS: signalgrass + sabiá","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","sabiá (Mimosa caesalpiniaefolia)","grassland","diachronic",4,5.8,NA,"signalgrass monoculture",4.59,NA,1,1,1.21,26.3616557734205
"1053","464837",1053,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",549,140,311,"clay-loamy","5.26",10,"10-20",10,20,15,"BS: signalgrass + sabiá","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","sabiá (Mimosa caesalpiniaefolia)","grassland","diachronic",4,5.568,NA,"signalgrass monoculture",4.29,NA,1,1,1.278,29.7902097902098
"1054","464837",1054,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",549,140,311,"clay-loamy","5.26",20,"20-40",20,40,30,"BS: signalgrass + sabiá","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","sabiá (Mimosa caesalpiniaefolia)","grassland","diachronic",4,9.715,NA,"signalgrass monoculture",8.99,NA,1,1,0.725,8.06451612903225
"1055","464837",1055,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",549,140,311,"clay-loamy","5.26",20,"40-60",40,60,50,"BS: signalgrass + sabiá","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","sabiá (Mimosa caesalpiniaefolia)","grassland","diachronic",4,7.95,NA,"signalgrass monoculture",8.68,NA,1,1,-0.73,-8.41013824884792
"1056","464837",1056,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",549,140,311,"clay-loamy","5.26",20,"60-80",60,80,70,"BS: signalgrass + sabiá","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","sabiá (Mimosa caesalpiniaefolia)","grassland","diachronic",4,6.726,NA,"signalgrass monoculture",6.6,NA,1,1,0.125999999999999,1.9090909090909
"1057","464837",1057,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",549,140,311,"clay-loamy","5.26",20,"80-100",80,100,90,"BS: signalgrass + sabiá","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","sabiá (Mimosa caesalpiniaefolia)","grassland","diachronic",4,6.191,NA,"signalgrass monoculture",5.22,NA,1,1,0.971000000000001,18.6015325670498
"1058","211319",1058,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",524,155,321,"clay-loamy","5.42",10,"0-10",0,10,5,"BG: signalgrass + gliricidia","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","gliricidia (Gliricidia sepium)","grassland","diachronic",2,3.4895,NA,"signalgrass monoculture",4.123,NA,1,1,-0.633500000000001,-15.3650254668931
"1059","211319",1059,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",524,155,321,"clay-loamy","5.42",10,"10-20",10,20,15,"BG: signalgrass + gliricidia","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","gliricidia (Gliricidia sepium)","grassland","diachronic",2,3.44,NA,"signalgrass monoculture",3.999,NA,1,1,-0.559000000000001,-13.9784946236559
"1060","211319",1060,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",524,155,321,"clay-loamy","5.42",20,"20-40",20,40,30,"BG: signalgrass + gliricidia","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","gliricidia (Gliricidia sepium)","grassland","diachronic",2,6.201,NA,"signalgrass monoculture",8.41,NA,1,1,-2.209,-26.2663495838288
"1061","211319",1061,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",524,155,321,"clay-loamy","5.42",20,"40-60",40,60,50,"BG: signalgrass + gliricidia","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","gliricidia (Gliricidia sepium)","grassland","diachronic",2,5.979,NA,"signalgrass monoculture",7.784,NA,1,1,-1.805,-23.188591983556
"1062","211319",1062,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",524,155,321,"clay-loamy","5.42",20,"60-80",60,80,70,"BG: signalgrass + gliricidia","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","gliricidia (Gliricidia sepium)","grassland","diachronic",2,5.382,NA,"signalgrass monoculture",7.5,NA,1,1,-2.118,-28.24
"1063","211319",1063,"lira-jr_2020","Instituto Agronômico de Pernambuco (IPA) . Itambé - Pernambuco","Brazil","South_America",-35.24,-7.45,NA,1200,25,"As","Acrisols",524,155,321,"clay-loamy","5.42",20,"80-100",80,100,90,"BG: signalgrass + gliricidia","silvopasture",NA,2800,"signalgrass (Brachiaria decumbens)","gliricidia (Gliricidia sepium)","grassland","diachronic",2,5.198,NA,"signalgrass monoculture",6.38,NA,1,1,-1.182,-18.5266457680251
"1070","1232194",1070,"morales-ruiz_2020","Suchiapa, Chiapa de Corzo and Villaflores - Chiapas","Mexico","Central_America",-93.17,16.5,550,1200,24,"Aw","Regosols",NA,NA,NA,NA,"7.1",10,"0-10",0,10,5,"Dispersed Trees on pastureland","silvopasture",NA,NA,"Hyparrhenia rufa, Brachiaria dictyoneura and Cenchrus ciliaris grasses","Haematoxylum campechianum, Byrsonima crassifolia, Schizolobium parahyba, Bursera bipinnata, Cordia dodecandra, Sassafras albidum, Coccoloba uvifera, Anona squamosal, Leucaena leucocephala, Bauhinia ungulate, Tremelloscyphya gelatinosa, Gliricidia sepium, and Guazuma ulmifolia","cropland","synchronic",17,1.872,1.872,"open pasture",1.248,NA,1,0,0.624,50
"1071","1232194",1071,"morales-ruiz_2020","Suchiapa, Chiapa de Corzo and Villaflores - Chiapas","Mexico","Central_America",-93.17,16.5,550,1200,24,"Aw","Regosols",NA,NA,NA,NA,"7.2",10,"10-20",10,20,15,"Dispersed Trees on pastureland","silvopasture",NA,NA,"Hyparrhenia rufa, Brachiaria dictyoneura and Cenchrus ciliaris grasses","Haematoxylum campechianum, Byrsonima crassifolia, Schizolobium parahyba, Bursera bipinnata, Cordia dodecandra, Sassafras albidum, Coccoloba uvifera, Anona squamosal, Leucaena leucocephala, Bauhinia ungulate, Tremelloscyphya gelatinosa, Gliricidia sepium, and Guazuma ulmifolia","cropland","synchronic",17,1.624,1.624,"open pasture",1.343,NA,1,0,0.281,20.9233060312733
"1072","1232194",1072,"morales-ruiz_2020","Suchiapa, Chiapa de Corzo and Villaflores - Chiapas","Mexico","Central_America",-93.17,16.5,550,1200,24,"Aw","Regosols",NA,NA,NA,NA,"7.2",10,"20-30",20,30,25,"Dispersed Trees on pastureland","silvopasture",NA,NA,"Hyparrhenia rufa, Brachiaria dictyoneura and Cenchrus ciliaris grasses","Haematoxylum campechianum, Byrsonima crassifolia, Schizolobium parahyba, Bursera bipinnata, Cordia dodecandra, Sassafras albidum, Coccoloba uvifera, Anona squamosal, Leucaena leucocephala, Bauhinia ungulate, Tremelloscyphya gelatinosa, Gliricidia sepium, and Guazuma ulmifolia","cropland","synchronic",17,1.755,1.755,"open pasture",1.2,NA,1,0,0.555,46.25
